word	idx	context	definition	domain	hypernym
knot	4	the bird had a knot of feathers forming a crest	something twisted and tight and swollen	0	['distorted_shape', 'distortion']
rounding	10	taxes are rounded off to the nearest dollar but the rounding error is surprisingly small	(mathematics) a miscalculation that results from rounding off numbers to a convenient number of decimals	0	['miscalculation', 'misreckoning', 'misestimation']
grasshopper	1	The Grasshopper is , expectably , a medium-sized insect that can often be seen hopping	A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink is derived from its green color, which is provided by the crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and gained popularity during the 1950s and 1960s throughout the American South.	2	['cocktail']
earth	1	the earth shook for several minutes	the loose soft material that makes up a large part of the land surface	0	['material', 'stuff']
agony	1	an agony of doubt	intense feelings of suffering; acute mental or physical pain	0	['suffering', 'hurt']
mark	8	I filled the bottle up to the 500ml mark .	a reference point to shoot at	0	['reference_point', 'point_of_reference', 'reference']
delirium	0	Delirium is Dream 's incoherent sister , who acquires a talking dog named Barnabas toward the end of the series .	A disorder characterized by confusion; inattentiveness; disorientation; illusions; hallucinations; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)	1	['neurocognitive_disorder', 'confusion']
daemon	2	If the daemon stops working or reports errors , Kubernetes does nothing for you .	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
capacity	1	the capacity of a hard disk drive is usually expressed in megabytes	the maximum production possible	0	['production']
instinct	5	Many animals fear fire by instinct .	inborn pattern of behavior often responsive to specific stimuli	0	['aptitude']
carrier	5	the bonds were transmitted by carrier	a self-propelled wheeled vehicle designed specifically to carry something	0	['self-propelled_vehicle']
lid	4	he raised the piano lid	either of two folds of skin that can be moved to cover or open the eye	0	['protective_fold']
parity	0	parity is often used to check the integrity of transmitted data	(obstetrics) the number of liveborn children a woman has delivered	0	['pregnancy', 'gestation', 'maternity']
richness	4	they studied forerunners of richness or poverty	the quality of having high intrinsic value	0	['value']
vesper	18	Is that a James Bond reference ? If so , then the bartender should have known what a Vesper martini is , which I ordered . But he did n't .	The Vesper or Vesper Martini is a cocktail that was originally made of gin, vodka, and Kina Lillet.	2	['cocktail']
manhattan	45	Although it is not as glitzy or possess the glamour that is associated with its sister borough , Brooklyn does have a diversity and unique `` flavor '' of its own . If your preference is the glitz and glitter of the dance clubs of Manhattan , then here is a website that will suit your tastes . New York Dance Clubs notes that these are the `` best '' in the city , however , my favorite for many years did not make their listing .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
gradient	1	Mini-batch gradient descent is typically the algorithm of choice when training a neural network and the term SGD usually is employed also when mini-batches are used .	In vector calculus, the gradient of a scalar-valued differentiable function f of several variables, is the vector field, or more simply a vector-valued function, whose value at a point p is the vector whose components are the partial derivatives of f at p.	3	['mathematical_operator']
gradient	11	We then update our parameters in the opposite direction of the gradients with the learning rate determining how big of an update we perform .	In vector calculus, the gradient of a scalar-valued differentiable function f of several variables, is the vector field, or more simply a vector-valued function, whose value at a point p is the vector whose components are the partial derivatives of f at p.	3	['mathematical_operator']
disaster	4	the earthquake was a disaster	a state of extreme (usually irremediable) ruin and misfortune	0	['adversity', 'hardship', 'hard_knocks']
understanding	4	he has virtually no understanding of social cause and effect	the statement (oral or written) of an exchange of promises	0	['statement']
look	5	He gave me a dirty look .	the feelings expressed on a person's face	0	['countenance', 'visage']
toehold	4	American diplomacy provided a toehold on which to proceed toward peace talks	a relatively insignificant position from which future progress might be made	0	['status', 'position']
table	1	All table styles are inherited in Bootstrap 4 , meaning any nested tables will be styled in the same manner as the parent .	A table is an arrangement of data in rows and columns, or possibly in a more complex structure.	3	['data_structure']
aroma	3	I love the aroma of cinnamon .	a distinctive odor that is pleasant	0	['smell', 'odor', 'odour', 'olfactory_sensation', 'olfactory_perception']
fork	23	To do the merge manually , you 'll need to checkout the target branch in the source repo , pull directly from the fork , and then merge and push .	In software engineering, a project fork happens when developers take a copy of source code from one software package and start independent development on it, creating a distinct and separate piece of software.	3	['source_code_management_operation']
direction	4	they proposed a new direction for the firm	a line leading to a place or point	0	['path', 'route', 'itinerary']
